6546,2019-04-30 01:19:13,11583.15,9862,12864,True,False,0.06388888888795918,0.35833333333357587,1
6547,2019-04-30 01:21:22,11583.508333333333,9862,12864,False,True,0.35833333333357587,0.0444444444419787,1
6550,2019-04-30 01:22:50,11583.752777777778,9862,12864,True,True,0.08611111111349601,0.1444444444441615,1
6555,2019-04-30 01:26:29,11584.361111111111,9862,12864,True,False,0.06666666666751553,0.06111111111022183,1
6556,2019-04-30 01:26:51,11584.422222222222,9862,12864,False,True,0.06111111111022183,0.027777777779192547,1
6559,2019-04-30 01:28:01,11584.616666666667,9862,12864,True,True,0.0194444444423425,0.09444444444488909,1
6561,2019-04-30 01:29:03,11584.788888888888,9862,12864,True,True,0.07777777777664596,0.030555555555110914,1
6563,2019-04-30 01:29:30,11584.863888888889,9862,12864,True,True,0.04444444444561668,0.0638888888861402,1
6566,2019-04-30 01:31:11,11585.144444444444,9862,12864,True,False,0.12222222222226264,0.07777777778028394,1
6567,2019-04-30 01:31:39,11585.222222222224,9862,12864,False,True,0.07777777778028394,0.04722222221971606,1
6571,2019-04-30 01:32:38,11585.386111111111,9862,12864,True,True,0.02777777777555457,0.08611111111349601,1
6575,2019-04-30 01:34:54,11585.763888888889,9862,12864,True,True,0.06111111111022183,0.05000000000291038,1
6577,2019-04-30 01:35:35,11585.877777777778,9862,12864,True,True,0.0638888888861402,0.04722222222153505,1
6581,2019-04-30 01:37:24,11586.180555555557,9862,12864,True,True,0.05833333333430346,0.011111111110949423,1
6583,2019-04-30 01:37:49,11586.25,9862,12864,True,True,0.05833333333248447,0.024999999999636202,1
6585,2019-04-30 01:38:17,11586.327777777778,9862,12864,True,True,0.05277777777882875,0.04722222222153505,1
6588,2019-04-30 01:38:50,11586.419444444444,9862,12864,True,True,0.030555555555110914,0.37777777777773736,1
6594,2019-04-30 01:43:29,11587.194444444443,9862,12864,True,True,0.024999999999636202,0.036111111112404615,1
6597,2019-04-30 01:44:29,11587.361111111111,9862,12864,True,True,0.011111111110949423,0.049999999997453415,1
6600,2019-04-30 01:46:12,11587.647222222222,9862,12864,True,True,0.016666666664605145,0.04722222222153505,1
6602,2019-04-30 01:46:42,11587.730555555556,9862,12864,True,True,0.036111111112404615,0.06666666666569654,1
6605,2019-04-30 01:47:51,11587.922222222222,9862,12864,True,False,0.022222222221898846,0.06666666666751553,1
6609,2019-04-30 01:50:57,11588.438888888892,9862,12864,False,True,0.08611111111349601,0.288888888886504,1
