6539,2019-04-30 01:13:48,11582.247222222222,9862,12750,True,True,0.10277777777810115,0.3250000000025466,1
6542,2019-04-30 01:16:35,11582.711111111112,9862,12750,True,True,0.05833333333612245,0.03888888888832298,1
6569,2019-04-30 01:32:16,11585.325,9862,12750,True,True,0.055555555556566105,0.03333333333466726,1
6587,2019-04-30 01:38:39,11586.388888888889,9862,12750,True,True,0.013888888888686779,0.030555555555110914,1
6599,2019-04-30 01:46:06,11587.630555555557,9862,12750,True,True,0.21944444444852707,0.016666666664605145,1
6604,2019-04-30 01:47:43,11587.9,9862,12750,True,True,0.10277777777810115,0.022222222221898846,1
6610,2019-04-30 01:52:41,11588.727777777778,9862,12750,True,True,0.288888888886504,0.14166666666460515,1
6614,2019-04-30 01:54:46,11589.075,9862,12750,True,True,0.027777777779192547,0.016666666666424135,1
6618,2019-04-30 01:56:02,11589.286111111109,9862,12750,True,False,0.125,0.38888888889050577,1
6619,2019-04-30 01:58:22,11589.675,9862,12750,False,True,0.38888888889050577,0.0805555555580213,1
6630,2019-04-30 02:02:26,11590.352777777778,9862,12750,True,True,0.011111111110949423,0.055555555554747116,1
6635,2019-04-30 02:04:14,11590.652777777776,9862,12750,True,True,0.05833333333248447,0.05277777778064774,1
6671,2019-04-30 02:20:52,11593.425,9862,12750,True,True,0.14166666666642413,0.016666666668243124,1
6707,2019-04-30 02:40:19,11596.666666666664,9862,12750,True,True,0.09166666666351375,0.04722222222699202,1
6709,2019-04-30 02:40:43,11596.733333333335,9862,12750,True,True,0.01944444444416149,0.06666666666387755,1
6711,2019-04-30 02:41:39,11596.888888888889,9862,12750,True,True,0.08888888888941437,0.01944444444416149,1
6713,2019-04-30 02:42:17,11596.994444444443,9862,12750,True,True,0.08611111110985803,0.01944444444598048,1
6715,2019-04-30 02:42:51,11597.088888888891,9862,12750,True,True,0.07500000000254659,0.016666666664605145,1
6718,2019-04-30 02:43:46,11597.241666666667,9862,12750,True,True,0.06666666666751553,0.28333333333284827,1
6724,2019-04-30 02:48:41,11598.061111111108,9862,12750,True,True,0.01388888888686779,0.05000000000291038,1
6726,2019-04-30 02:49:16,11598.158333333333,9862,12750,True,True,0.04722222222153505,0.022222222223717836,1
6738,2019-04-30 02:56:51,11599.422222222222,9862,12750,True,True,0.3999999999996362,0.06944444444525288,1
6741,2019-04-30 03:00:21,11600.005555555557,9862,12750,True,True,0.1805555555565661,0.008333333331393078,1
6747,2019-04-30 03:06:02,11600.952777777778,9862,12750,True,True,0.23055555555401952,0.16388888888832298,1
6750,2019-04-30 03:08:01,11601.283333333333,9862,12750,True,True,0.049999999997453415,0.02777777777555457,1
6752,2019-04-30 03:08:40,11601.391666666665,9862,12750,True,True,0.08055555555620231,0.024999999999636202,1
6760,2019-04-30 03:12:23,11602.011111111111,9862,12750,True,True,0.022222222221898846,0.13611111111094942,1
6762,2019-04-30 03:13:22,11602.175,9862,12750,True,False,0.027777777777373558,0.06388888888977817,1
6763,2019-04-30 03:13:45,11602.238888888889,9862,12750,False,True,0.06388888888977817,0.10277777777810115,1
6765,2019-04-30 03:14:32,11602.369444444443,9862,12750,True,True,0.02777777777555457,0.022222222221898846,1
6768,2019-04-30 03:16:11,11602.644444444444,9862,12750,True,True,0.18611111110840284,0.08888888889123336,1
6773,2019-04-30 03:18:30,11603.030555555557,9862,12750,True,True,0.041666666667879326,0.024999999999636202,1
6778,2019-04-30 03:21:18,11603.497222222222,9862,12750,True,True,0.01388888888686779,0.11666666666678793,1
6781,2019-04-30 03:22:46,11603.741666666667,9862,12750,True,True,0.04722222222335404,0.10277777777628216,1
6787,2019-04-30 03:26:01,11604.283333333333,9862,12750,True,True,0.06388888888977817,0.016666666666424135,1
6789,2019-04-30 03:26:35,11604.377777777778,9862,12750,True,True,0.07777777777846495,0.1055555555576575,1
6792,2019-04-30 03:27:27,11604.522222222222,9862,12750,True,True,0.013888888888686779,0.06944444444525288,1
6794,2019-04-30 03:28:01,11604.616666666667,9862,12750,True,True,0.024999999999636202,0.07777777777664596,1
6798,2019-04-30 03:29:28,11604.858333333335,9862,12750,True,False,0.07500000000254659,0.06944444443979592,1
6800,2019-04-30 03:30:59,11605.111111111111,9862,12750,False,True,0.18333333333612245,0.013888888888686779,1
6804,2019-04-30 03:32:12,11605.313888888892,9862,12750,True,True,0.011111111116406391,0.06666666666569654,1
6806,2019-04-30 03:32:53,11605.427777777775,9862,12750,True,True,0.04722222221789707,0.016666666668243124,1
6812,2019-04-30 03:36:41,11606.061111111108,9862,12750,True,True,0.011111111109130434,0.027777777782830526,1
6814,2019-04-30 03:37:37,11606.216666666667,9862,12750,True,True,0.12777777777591837,0.016666666668243124,1
6817,2019-04-30 03:38:02,11606.286111111109,9862,12750,True,True,0.016666666664605145,0.05277777778246673,1
6820,2019-04-30 03:39:04,11606.458333333336,9862,12750,True,False,0.04722222222699202,0.07499999999708962,1
6821,2019-04-30 03:39:31,11606.533333333333,9862,12750,False,True,0.07499999999708962,0.03333333333466726,1
6825,2019-04-30 03:40:42,11606.730555555556,9862,12750,True,True,0.09444444444488909,0.08333333333575865,1
6833,2019-04-30 03:44:03,11607.288888888888,9862,12750,True,True,0.030555555555110914,0.041666666667879326,1
6835,2019-04-30 03:44:30,11607.363888888889,9862,12750,True,True,0.03333333333284827,0.049999999999272404,1
6837,2019-04-30 03:45:03,11607.455555555556,9862,12750,True,True,0.041666666667879326,0.04166666666606034,1
6840,2019-04-30 03:46:11,11607.644444444444,9862,12750,True,True,0.022222222221898846,0.05277777778064774,1
6844,2019-04-30 03:47:37,11607.883333333333,9862,12750,True,True,0.0694444444416149,0.030555555555110914,1
